Nomor Rekening,recency,frequency,consistency,avg_interval,std_interval,avg_berat,trend_berat,days_active,churn
BSLH0655,2.0,26.0,0.6875,18.8,16.04,1.1846,-0.0263,482.0,0
BSLH0656,247.0,14.0,0.1538,17.62,26.65,1.1643,-0.038,236.0,1
BSLH0657,218.0,31.0,0.6842,8.4,4.71,1.571,-0.0181,265.0,1
BSLH0658,247.0,16.0,0.1333,15.27,24.48,1.2625,-0.0444,236.0,1
BSLH0659,247.0,15.0,0.1429,16.36,25.02,1.5733,-0.0575,236.0,1
BSLH0660,267.0,21.0,0.6923,10.1,5.03,1.4857,-0.0247,210.0,1
BSLH0661,10.0,39.0,0.4815,12.11,18.24,3.1615,-0.0812,473.0,0
BSLH0662,129.0,33.0,0.619,10.47,7.61,1.6848,-0.0071,354.0,1
BSLH0663,232.0,27.0,0.6471,9.27,5.29,1.3815,-0.0381,251.0,1
BSLH0664,281.0,13.0,0.4,16.33,14.25,2.2462,0.0879,202.0,1
BSLH0665,247.0,14.0,0.1538,17.69,26.6,1.7214,-0.0187,236.0,1
BSLH0666,232.0,8.0,0.5,35.29,32.89,1.225,-0.0476,251.0,1
BSLH0667,163.0,23.0,0.5,14.18,18.86,1.2174,-0.0428,320.0,1
BSLH0668,112.0,29.0,0.3043,12.82,19.49,1.1069,-0.0099,371.0,1
BSLH0669,45.0,30.0,1.0667,14.55,14.8,1.8067,-0.036,438.0,1
BSLH0670,129.0,23.0,1.0,15.59,13.23,1.5609,-0.0157,354.0,1
BSLH0671,226.0,23.0,0.6,11.18,8.57,0.8043,-0.0139,257.0,1
BSLH0672,84.0,42.0,0.4333,9.24,9.86,1.6619,-0.0191,398.0,1
BSLH0673,59.0,45.0,0.7037,9.18,5.36,1.9667,0.0593,424.0,1
BSLH0674,276.0,18.0,0.9,11.59,12.9,1.7778,-0.1034,207.0,1
BSLH0675,245.0,15.0,0.3333,16.5,18.85,1.8067,-0.0086,238.0,1
BSLH0676,152.0,25.0,0.1304,13.38,22.34,3.604,0.1745,331.0,1
BSLH0677,338.0,10.0,0.375,15.89,16.13,1.86,-0.1491,145.0,1
BSLH0678,112.0,37.0,0.4615,9.81,9.19,1.2568,-0.0249,371.0,1
BSLH0679,226.0,31.0,0.6,7.9,4.16,2.471,-0.0466,253.0,1
BSLH0680,274.0,21.0,0.5714,9.55,4.32,1.1381,-0.0513,204.0,1
BSLH0681,93.0,45.0,0.5862,8.3,8.09,1.7578,0.0386,387.0,1
BSLH0682,80.0,24.0,0.3889,16.83,30.38,1.3792,-0.015,398.0,1
BSLH0683,113.0,47.0,0.6552,7.46,3.9,2.1702,0.0457,365.0,1
BSLH0684,222.0,25.0,0.625,10.29,4.38,2.908,-0.0413,257.0,1
BSLH0685,231.0,23.0,0.3333,10.82,16.16,1.7826,-0.0562,248.0,0
BSLH0686,239.0,22.0,0.9167,10.9,9.55,0.7,-0.004,238.0,1
BSLH0687,53.0,48.0,0.4412,8.57,8.68,0.9188,-0.0172,425.0,1
BSLH0688,10.0,49.0,0.4706,9.31,7.57,1.3673,0.0064,468.0,0
BSLH0689,52.0,59.0,0.8182,6.86,3.85,2.8695,0.0355,427.0,1
BSLH0690,33.0,28.0,0.2083,16.3,27.49,2.2179,-0.0279,450.0,0
BSLH0691,319.0,12.0,0.3,17.09,13.53,1.4583,0.0647,191.0,1
BSLH0692,10.0,39.0,0.6667,11.95,12.02,1.5308,-0.0026,474.0,1
BSLH0693,186.0,19.0,0.3333,15.78,13.73,1.7632,-0.0535,292.0,1
BSLH0695,0.0,50.0,1.04,9.31,7.34,4.752,0.0437,477.0,0
BSLH0696,385.0,14.0,1.1429,6.54,2.9,1.0929,-0.0745,91.0,1
BSLH0697,64.0,49.0,0.2821,8.17,10.03,1.0,-0.0244,414.0,1
BSLH0698,9.0,4.0,0.25,155.33,119.98,0.9,0.06,467.0,1
BSLH0699,44.0,22.0,0.2105,20.1,31.1,1.2318,0.0031,433.0,1
BSLH0700,248.0,22.0,0.6429,10.48,14.05,1.3136,0.0264,231.0,1
BSLH0701,2.0,55.0,0.6471,8.43,4.81,1.4273,-0.0009,483.0,0
BSLH0702,247.0,18.0,0.1176,13.53,24.09,1.7778,-0.0043,238.0,1
BSLH0703,338.0,5.0,0.2,36.5,42.82,1.38,-0.02,147.0,1
BSLH0704,121.0,39.0,0.5385,9.03,6.82,1.9333,0.0386,364.0,1
BSLH0705,80.0,54.0,0.6176,7.21,7.69,0.9963,0.015,405.0,1
BSLH0706,354.0,5.0,0.2,32.25,56.57,1.32,0.26,131.0,1
BSLH0707,329.0,6.0,0.4,30.6,53.51,2.0333,0.32,155.0,1
BSLH0708,247.0,18.0,0.1176,13.65,25.5,3.0889,-0.0646,238.0,1
BSLH0709,329.0,20.0,0.75,7.74,4.45,1.82,-0.0789,154.0,1
BSLH0710,121.0,43.0,1.2,8.24,7.1,1.2349,-0.0223,364.0,1
BSLH0711,122.0,30.0,0.7222,12.14,8.7,1.47,-0.0843,363.0,1
BSLH0712,0.0,46.0,1.0435,10.24,6.86,5.313,0.0973,484.0,0
BSLH0713,318.0,11.0,1.4,16.2,13.88,1.7091,-0.1045,166.0,1
BSLH0714,107.0,31.0,0.1852,12.17,13.46,2.2419,0.019,377.0,1
BSLH0715,0.0,37.0,0.8095,13.0,7.08,1.4703,-0.0315,484.0,0
BSLH0716,302.0,10.0,0.375,19.78,15.14,1.04,0.0848,183.0,1
BSLH0717,456.0,3.0,0.3333,14.0,19.8,1.7667,-0.2,28.0,1
BSLH0718,347.0,11.0,0.7143,13.4,15.83,1.3,0.1427,137.0,1
BSLH0719,217.0,37.0,1.1111,6.97,4.9,0.4919,-0.0112,267.0,1
BSLH0720,396.0,13.0,0.2727,7.17,7.63,2.2462,0.0484,89.0,1
BSLH0721,106.0,42.0,0.5926,8.71,6.42,0.5524,-0.0064,378.0,1
BSLH0722,129.0,30.0,0.4762,11.69,9.44,1.7467,0.0029,356.0,1
BSLH0723,106.0,43.0,0.5714,8.48,6.05,0.6163,-0.0071,378.0,1
BSLH0724,106.0,41.0,0.5556,8.93,6.12,0.5171,-0.0103,378.0,1
BSLH0725,106.0,43.0,0.6296,8.45,6.07,0.6488,-0.0018,378.0,1
BSLH0726,106.0,44.0,0.5517,8.26,6.13,0.6591,-0.0101,378.0,1
BSLH0727,54.0,42.0,0.4333,9.98,9.0,0.4643,-0.0075,431.0,1
BSLH0728,240.0,23.0,0.5,10.68,5.74,1.6304,-0.0435,244.0,1
BSLH0729,289.0,14.0,0.25,14.69,16.05,1.1214,-0.0644,196.0,1
BSLH0730,2.0,31.0,0.1429,15.63,48.03,2.2065,0.0077,483.0,0
BSLH0731,106.0,39.0,0.6667,9.42,7.35,0.4641,-0.009,378.0,1
BSLH0732,10.0,25.0,0.0833,19.33,43.35,2.132,0.0153,475.0,1
BSLH0733,106.0,39.0,0.6,9.39,9.02,1.2795,-0.0349,378.0,1
BSLH0734,282.0,13.0,0.4,16.42,13.55,1.5769,0.0357,203.0,1
BSLH0735,334.0,7.0,0.1429,24.5,35.65,1.3571,0.1714,151.0,1
BSLH0736,122.0,25.0,0.5294,14.71,9.03,1.4,-0.0889,363.0,1
BSLH0737,80.0,56.0,0.7273,6.93,7.71,1.3804,-0.0126,405.0,1
BSLH0738,281.0,5.0,0.2,50.5,46.83,1.72,-0.03,204.0,1
BSLH0739,7.0,62.0,0.7027,7.36,4.14,2.2065,-0.0677,476.0,0
BSLH0740,100.0,46.0,0.3824,8.04,9.04,1.0043,-0.0205,384.0,1
BSLH0741,183.0,12.0,0.4444,26.91,29.63,3.625,0.292,301.0,1
BSLH0742,169.0,37.0,0.7273,8.31,6.36,0.8514,-0.0045,315.0,1
BSLH0743,222.0,9.0,0.6667,32.5,60.74,2.0111,-0.145,262.0,1
BSLH0744,260.0,11.0,0.3333,22.1,27.82,2.0727,-0.1918,224.0,1
BSLH0745,100.0,17.0,1.0,22.25,20.9,1.3,0.0,363.0,1
BSLH0746,337.0,20.0,0.75,7.21,3.41,1.375,-0.0414,146.0,1
BSLH0747,54.0,24.0,0.3889,18.3,15.04,0.2958,-0.0173,430.0,1
BSLH0748,24.0,51.0,0.5294,8.68,7.49,0.919,-0.0126,460.0,1
BSLH0749,106.0,40.0,0.64,9.1,8.0,0.7992,-0.023,377.0,1
BSLH0750,155.0,38.0,0.7727,8.35,6.42,0.4447,-0.008,328.0,1
BSLH0751,70.0,46.0,0.5667,8.8,7.77,1.4239,-0.0224,413.0,1
BSLH0752,316.0,23.0,0.7143,7.05,3.44,2.2609,0.0228,168.0,1
BSLH0753,150.0,11.0,0.5,32.9,36.2,1.9,-0.0973,334.0,1
BSLH0754,247.0,33.0,0.7895,6.94,2.79,1.1121,-0.0168,237.0,1
BSLH0755,150.0,22.0,0.0952,15.48,33.31,2.4818,0.0138,334.0,1
BSLH0756,254.0,16.0,0.4167,14.73,15.33,4.1062,-0.1331,229.0,1
BSLH0757,261.0,11.0,0.7143,21.8,21.48,4.1636,0.0736,222.0,1
BSLH0758,267.0,20.0,0.2353,11.05,15.23,1.28,-0.0547,216.0,1
BSLH0759,106.0,40.0,0.4643,9.18,13.34,0.675,-0.0262,377.0,1
BSLH0760,338.0,9.0,0.4286,18.0,15.93,1.9222,-0.1317,146.0,1
BSLH0761,9.0,42.0,0.3871,11.17,9.84,1.65,0.0286,474.0,1
BSLH0762,329.0,26.0,1.0769,5.88,6.6,1.7846,0.0403,154.0,0
BSLH0763,106.0,43.0,0.5714,8.43,6.08,0.5488,-0.0181,377.0,1
BSLH0764,182.0,30.0,0.4762,10.03,10.22,1.1367,-0.0232,302.0,1
BSLH0765,261.0,21.0,0.2222,10.7,12.05,1.9286,-0.1242,222.0,1
BSLH0766,226.0,32.0,0.9412,7.87,5.02,2.7594,-0.1368,257.0,1
BSLH0767,64.0,64.0,1.0968,6.27,2.9,2.7828,-0.0018,419.0,1
BSLH0768,225.0,28.0,0.7059,9.15,8.77,1.5857,-0.0715,259.0,1
BSLH0769,168.0,41.0,0.8261,7.58,10.01,1.3512,-0.0314,315.0,1
BSLH0770,101.0,39.0,0.6,9.58,11.24,1.359,-0.0517,383.0,1
BSLH0771,338.0,20.0,0.1053,7.58,15.62,10.295,-0.4204,146.0,1
BSLH0772,399.0,15.0,1.0,5.5,2.47,0.78,0.0504,84.0,1
BSLH0773,273.0,14.0,0.6667,15.77,14.64,2.4571,-0.2629,210.0,1
BSLH0774,317.0,11.0,0.0909,16.3,25.85,3.4545,-0.3227,167.0,1
BSLH0775,2.0,54.0,0.7742,8.62,7.04,7.7,-0.0988,481.0,0
BSLH0776,441.0,4.0,0.25,13.67,17.95,1.925,0.27,42.0,1
BSLH0777,322.0,6.0,0.4,31.6,32.75,1.0333,0.1257,161.0,1
BSLH0778,333.0,12.0,0.8571,13.27,13.24,2.5167,-0.0832,150.0,1
BSLH0779,2.0,30.0,1.2143,16.1,34.82,1.05,-0.0414,481.0,0
BSLH0780,149.0,39.0,0.6,8.37,11.79,1.841,-0.0225,334.0,1
BSLH0781,254.0,13.0,0.75,18.58,12.77,1.1462,-0.0555,229.0,1
BSLH0782,150.0,22.0,0.3529,15.48,22.42,5.1773,0.2222,333.0,1
BSLH0783,229.0,30.0,0.55,8.38,9.64,2.4467,0.0369,255.0,1
BSLH0784,17.0,47.0,0.2973,9.7,12.19,1.4723,-0.0212,467.0,0
BSLH0785,262.0,26.0,0.5882,8.4,6.71,1.0154,0.0181,222.0,1
BSLH0786,267.0,30.0,0.9375,7.07,3.52,1.95,0.0517,216.0,1
BSLH0787,435.0,3.0,0.3333,24.5,14.85,1.6333,-0.25,49.0,1
BSLH0788,273.0,13.0,0.5556,17.17,19.66,2.3462,0.0341,211.0,1
BSLH0789,214.0,36.0,1.0556,7.26,3.75,1.4028,-0.0462,270.0,1
BSLH0790,101.0,40.0,0.64,9.33,10.02,1.34,-0.0505,383.0,1
BSLH0791,262.0,11.0,1.0,21.5,23.99,2.1545,0.1482,222.0,1
BSLH0792,213.0,16.0,0.4167,17.6,15.93,1.375,0.0088,271.0,1
BSLH0793,451.0,5.0,0.5,8.25,3.4,1.32,-0.04,33.0,1
BSLH0794,288.0,15.0,0.7778,13.71,9.47,0.7667,0.0064,196.0,1
BSLH0795,387.0,3.0,0.3333,48.5,0.71,2.0667,0.9,97.0,1
BSLH0796,155.0,34.0,0.9444,9.48,11.71,0.6,-0.0385,328.0,1
BSLH0797,81.0,12.0,0.1818,36.36,67.85,3.0,-0.5853,403.0,1
BSLH0798,327.0,7.0,1.6667,26.0,36.53,2.3571,0.2929,157.0,1
BSLH0799,289.0,8.0,0.5,27.71,28.83,2.2625,0.1036,195.0,1
BSLH0800,106.0,43.0,0.5714,8.48,6.07,0.5628,-0.0203,377.0,1
BSLH0801,191.0,37.0,0.7273,7.61,4.98,2.4027,0.0581,293.0,1
BSLH0803,304.0,2.0,0.5,180.0,0.0,2.2,2.4,180.0,1
BSLH0805,400.0,5.0,0.5,20.75,24.73,3.0,1.11,83.0,1
BSLH0808,2.0,47.0,0.7143,9.41,6.88,1.4149,0.0004,455.0,0
BSLH0809,297.0,10.0,0.1,20.56,38.16,2.27,0.077,186.0,1
BSLH0810,458.0,2.0,0.5,20.0,0.0,0.8,-0.6,20.0,1
BSLH0811,246.0,19.0,0.4286,10.06,8.69,1.1105,-0.0467,189.0,1
BSLH0813,323.0,3.0,0.3333,77.0,93.34,0.8,-0.15,154.0,1
BSLH0814,334.0,11.0,0.0909,14.1,21.27,2.7182,-0.1327,144.0,1
BSLH0815,281.0,5.0,0.5,50.0,43.72,8.04,1.78,201.0,1
BSLH0817,297.0,10.0,1.2,20.11,12.67,1.25,0.0442,185.0,1
BSLH0818,386.0,3.0,0.3333,48.0,39.6,1.2,1.0,97.0,1
BSLH0819,281.0,4.0,0.25,66.67,93.07,5.4,-1.72,201.0,1
BSLH0820,309.0,8.0,0.8,24.57,12.73,3.2125,-0.0893,174.0,1
BSLH0821,309.0,8.0,0.8,24.57,12.73,3.3125,-0.1321,174.0,1
BSLH0826,406.0,5.0,1.0,18.5,11.62,3.14,0.14,76.0,1
BSLH0827,410.0,6.0,0.1667,14.4,15.31,1.0667,0.0857,73.0,1
BSLH0828,225.0,21.0,1.2,12.4,5.57,1.6619,-0.0165,258.0,1
BSLH0829,225.0,21.0,1.2,12.4,5.63,1.6667,-0.0155,258.0,1
BSLH0830,225.0,21.0,1.2,12.45,5.59,1.6619,-0.0165,258.0,1
BSLH0832,225.0,21.0,1.2,12.4,5.57,1.7333,-0.034,258.0,1
BSLH0833,413.0,3.0,1.0,34.5,17.68,7.5,-1.45,69.0,1
BSLH0834,333.0,12.0,0.625,13.18,9.2,3.3083,-0.4269,150.0,1
BSLH0835,299.0,15.0,0.3333,12.64,11.57,0.8667,0.0221,184.0,1
BSLH0836,254.0,23.0,0.8462,9.91,8.18,1.9565,0.0167,228.0,1
BSLH0837,93.0,36.0,0.3214,10.71,9.69,1.3583,0.0016,390.0,1
BSLH0838,463.0,3.0,0.3333,10.0,14.14,0.4333,0.0,20.0,1
BSLH0839,37.0,47.0,0.5,9.17,6.78,1.4723,-0.0008,446.0,0
BSLH0840,0.0,27.0,0.4,18.12,10.73,0.6778,-0.0201,482.0,1
BSLH0841,337.0,16.0,0.4167,9.27,7.33,2.3375,-0.0482,146.0,1
BSLH0842,449.0,5.0,0.5,8.0,3.74,1.16,-0.12,33.0,1
BSLH0843,319.0,14.0,0.3636,12.15,9.41,1.1571,0.0171,164.0,1
BSLH0844,410.0,6.0,0.75,14.4,5.59,1.75,-0.2543,73.0,1
BSLH0845,246.0,30.0,0.6316,7.66,5.25,1.67,0.0095,236.0,1
BSLH0846,434.0,4.0,1.5,15.67,15.89,1.425,0.37,48.0,1
BSLH0847,170.0,35.0,0.5652,8.82,5.84,2.0429,0.0483,313.0,1
BSLH0848,248.0,24.0,0.4706,9.61,6.46,0.8042,-0.0266,234.0,1
BSLH0849,2.0,23.0,0.0909,21.41,33.55,1.5609,0.0123,481.0,1
BSLH0850,170.0,32.0,0.4348,9.68,8.92,1.8562,0.0542,313.0,1
BSLH0851,10.0,33.0,0.7,14.41,10.62,2.6697,-0.0757,473.0,0
BSLH0852,105.0,35.0,0.1613,10.76,21.36,3.2629,-0.1972,377.0,1
BSLH0853,329.0,18.0,0.5833,8.71,4.96,2.0333,-0.1212,153.0,1
BSLH0854,344.0,21.0,0.4667,6.55,4.54,1.4381,-0.0597,138.0,1
BSLH0855,246.0,23.0,0.4118,10.27,8.53,1.287,0.0972,235.0,1
BSLH0856,246.0,22.0,0.4375,10.76,8.41,1.1773,0.0809,235.0,1
BSLH0857,261.0,5.0,0.5,55.0,46.1,1.72,-0.09,220.0,1
BSLH0858,224.0,15.0,0.6,18.0,12.84,1.3067,0.0089,257.0,1
BSLH0859,373.0,4.0,0.6667,36.0,10.15,0.85,-0.22,109.0,1
BSLH0869,334.0,2.0,0.5,149.0,0.0,0.75,-0.5,149.0,1
BSLH0886,435.0,3.0,1.0,23.5,33.23,0.8667,0.15,47.0,1
BSLH0889,267.0,18.0,0.4615,12.0,8.73,1.5056,-0.0577,210.0,1
BSLH0890,225.0,32.0,0.65,7.81,5.26,1.2125,-0.0231,257.0,1
BSLH0891,354.0,5.0,0.5,31.75,29.85,1.58,-0.09,128.0,1
BSLH0892,309.0,8.0,0.2857,24.29,24.07,2.3625,0.5321,173.0,1
BSLH0893,310.0,9.0,0.25,21.25,23.89,2.3444,0.3233,173.0,1
BSLH0894,310.0,9.0,0.25,21.38,23.8,2.3444,0.3233,173.0,1
BSLH0895,310.0,10.0,0.375,18.78,16.7,2.15,0.2055,172.0,1
BSLH0896,310.0,9.0,0.25,21.25,23.9,2.2889,0.3483,172.0,1
BSLH0897,310.0,9.0,0.25,21.25,23.9,2.2889,0.3483,172.0,1
BSLH0898,310.0,10.0,0.2222,18.89,23.45,3.26,0.5964,172.0,1
BSLH0899,310.0,9.0,0.25,21.12,23.98,2.2889,0.3483,172.0,1
BSLH0900,310.0,9.0,0.25,21.25,23.9,2.2889,0.3483,172.0,1
BSLH0901,310.0,9.0,0.25,21.25,23.89,2.2889,0.3483,173.0,1
BSLH0902,310.0,9.0,0.25,21.12,23.98,2.2556,0.3333,172.0,1
BSLH0903,178.0,32.0,0.375,9.29,8.21,0.6344,-0.0172,300.0,1
BSLH0904,310.0,9.0,0.25,21.12,23.98,2.2667,0.3283,172.0,1
BSLH0905,310.0,9.0,0.25,21.12,23.98,2.2556,0.3333,172.0,1
BSLH0906,310.0,9.0,0.25,21.25,23.89,2.4222,0.425,173.0,1
BSLH0907,310.0,9.0,0.25,21.38,23.8,2.2,0.3583,173.0,1
BSLH0908,310.0,9.0,0.25,21.25,23.89,2.3111,0.375,173.0,1
BSLH0909,310.0,9.0,0.25,21.25,23.89,2.3111,0.375,173.0,1
BSLH0910,310.0,9.0,0.25,21.12,23.98,2.3111,0.4167,172.0,1
BSLH0911,310.0,9.0,0.25,21.12,23.98,2.3111,0.375,172.0,1
BSLH0912,310.0,9.0,0.25,21.12,23.98,2.3111,0.375,172.0,1
BSLH0913,310.0,9.0,0.25,21.12,23.98,2.3111,0.375,172.0,1
BSLH0914,310.0,9.0,0.25,21.12,23.98,2.3111,0.375,172.0,1
BSLH0915,310.0,8.0,0.2857,24.14,24.21,2.5375,0.4488,172.0,1
BSLH0916,310.0,9.0,0.25,21.12,23.98,2.3111,0.375,172.0,1
BSLH0917,310.0,9.0,0.25,21.12,23.98,2.4333,0.5167,172.0,1
BSLH0918,310.0,9.0,0.25,21.12,23.98,2.4111,0.44,172.0,1
BSLH0919,310.0,9.0,0.25,21.12,23.98,2.4333,0.43,172.0,1
BSLH0920,310.0,9.0,0.25,21.12,23.98,2.3111,0.375,172.0,1
BSLH0921,380.0,3.0,0.3333,50.5,55.86,1.3333,0.65,101.0,1
BSLH0922,310.0,9.0,0.25,21.12,23.98,2.3111,0.375,172.0,1
BSLH0923,383.0,3.0,0.3333,49.0,12.73,0.5333,0.2,99.0,1
BSLH0925,289.0,4.0,0.25,9.67,10.02,2.075,0.17,29.0,1
BSLH0926,367.0,12.0,0.8571,9.91,5.91,1.375,0.0052,114.0,1
BSLH0927,98.0,9.0,0.6667,27.38,77.43,3.4889,-0.4233,219.0,1
BSLH0928,17.0,50.0,0.3784,9.02,9.94,1.802,0.0159,465.0,0
BSLH0929,410.0,12.0,0.8571,6.0,1.18,1.1333,-0.021,72.0,1
BSLH0931,45.0,6.0,0.1667,87.0,181.69,2.65,0.2029,437.0,1
BSLH0932,259.0,18.0,0.7273,12.65,11.44,2.3889,0.0196,222.0,1
BSLH0933,213.0,16.0,0.4167,17.4,16.03,1.2125,0.0662,269.0,1
BSLH0940,315.0,9.0,4.0,20.38,30.65,2.5222,0.6417,166.0,1
BSLH0943,198.0,12.0,0.0833,25.36,51.3,1.8,-0.2238,284.0,1
BSLH0944,2.0,54.0,0.6667,8.64,4.12,1.4241,-0.001,481.0,0
BSLH0945,194.0,2.0,0.5,289.0,0.0,0.6,-0.8,289.0,1
BSLH0946,2.0,55.0,0.6471,8.43,4.15,1.4273,-0.0013,481.0,0
BSLH0947,2.0,55.0,0.6471,8.43,4.15,1.42,-0.0006,481.0,0
BSLH0948,194.0,8.0,0.5,40.86,50.12,0.9,-0.0048,289.0,1
BSLH0949,381.0,3.0,0.3333,50.5,54.45,1.3667,-0.4,102.0,1
BSLH0950,247.0,10.0,0.1,25.33,52.79,1.61,0.117,231.0,1
BSLH0952,267.0,19.0,0.5385,11.5,10.26,1.2895,-0.033,215.0,1
BSLH0953,452.0,2.0,0.5,30.0,0.0,1.0,-0.0,30.0,1
BSLH0954,10.0,30.0,0.6316,15.93,20.57,1.9433,0.0386,472.0,0
BSLH0955,84.0,72.0,0.4314,5.11,5.89,1.4833,-0.0042,397.0,1
BSLH0956,338.0,7.0,0.3333,23.83,15.99,1.3143,-0.2321,144.0,1
BSLH0957,334.0,4.0,0.25,49.33,75.06,1.5,-0.4,148.0,1
BSLH0958,365.0,15.0,0.6,7.86,3.72,2.46,0.0432,116.0,1
BSLH0959,134.0,19.0,0.3333,18.94,16.35,1.7105,0.0186,348.0,1
BSLH0960,121.0,18.0,0.2667,20.88,25.77,1.8333,-0.0642,362.0,1
BSLH0961,52.0,52.0,0.7097,8.1,17.9,3.4731,0.1527,431.0,0
BSLH0962,245.0,29.0,0.5789,7.96,4.4,1.669,-0.0187,236.0,1
BSLH0964,260.0,24.0,0.3158,9.17,12.26,1.1292,0.0385,222.0,1
BSLH0965,64.0,16.0,0.8889,27.4,52.12,1.375,0.0424,418.0,1
BSLH0966,323.0,11.0,0.3333,15.6,14.92,1.4182,-0.0545,159.0,1
BSLH0967,112.0,30.0,0.24,12.24,14.54,1.6467,-0.0528,369.0,1
BSLH0968,150.0,15.0,0.3333,23.29,24.08,1.5,0.075,332.0,1
BSLH0969,273.0,4.0,0.25,69.0,31.76,2.05,-0.48,208.0,1
BSLH0970,323.0,11.0,0.3333,15.6,14.92,1.4364,-0.0745,159.0,1
BSLH0973,224.0,31.0,0.6842,8.07,3.22,2.0742,-0.0081,257.0,1
BSLH0974,329.0,7.0,0.1429,25.17,32.63,3.3429,-0.2786,152.0,1
BSLH0975,344.0,20.0,0.5,6.79,4.25,1.46,-0.0659,137.0,1
BSLH0976,407.0,7.0,0.3333,12.0,7.62,0.7286,0.1214,75.0,1
BSLH0978,407.0,6.0,0.4,14.8,8.53,0.7333,0.1486,76.0,1
BSLH0979,3.0,56.0,0.9655,8.24,5.54,1.1446,-0.0117,477.0,0
BSLH0980,197.0,9.0,0.6667,34.62,32.59,1.9556,-0.075,280.0,1
BSLH0981,197.0,10.0,0.5714,30.78,32.6,2.08,-0.0885,280.0,1
BSLH0982,197.0,9.0,0.6667,34.62,32.59,4.5111,-0.725,280.0,1
BSLH0983,197.0,10.0,0.5714,30.78,32.6,2.6,-0.2036,280.0,1
BSLH0984,197.0,8.0,0.5,35.43,35.12,1.7625,0.0821,251.0,1
BSLH0985,197.0,9.0,0.6667,34.62,32.59,1.8667,-0.0267,280.0,1
BSLH0986,197.0,10.0,0.5714,30.67,32.61,1.78,-0.0861,280.0,1
BSLH0987,197.0,10.0,0.5714,30.67,31.85,1.96,-0.0776,280.0,1
BSLH0988,197.0,9.0,0.6667,34.62,32.59,3.3,-0.4567,280.0,1
BSLH0989,197.0,8.0,0.5,39.57,43.58,1.8875,-0.1417,280.0,1
BSLH0990,380.0,4.0,0.6667,7.0,12.12,7.275,-6.95,21.0,1
BSLH0991,75.0,30.0,0.1481,13.76,27.27,3.7533,-0.0563,409.0,0
BSLH0997,318.0,6.0,0.75,0.0,0.0,1.5667,-0.08,0.0,1
BSLH1000,318.0,2.0,0.5,0.0,0.0,4.5,-7.0,0.0,1
BSLH1001,289.0,5.0,0.2,7.0,12.7,1.56,0.56,29.0,1
BSLH1002,309.0,6.0,0.1667,1.6,2.61,2.8667,0.1029,9.0,1
BSLH1003,315.0,3.0,0.3333,1.0,1.41,0.8,-0.05,2.0,1
BSLH1004,317.0,2.0,0.5,1.0,0.0,1.0,0.8,1.0,1
BSLH1005,289.0,3.0,0.3333,14.0,16.97,6.9667,2.55,29.0,1
BSLH1006,315.0,5.0,1.0,0.5,1.0,1.76,0.05,2.0,1
BSLH1013,121.0,3.0,0.3333,98.5,139.3,3.0,-3.85,197.0,1
BSLH1014,80.0,11.0,1.0,23.6,32.2,3.6273,0.4355,238.0,0
BSLH1015,281.0,7.0,1.0,5.83,13.33,1.0143,0.1893,36.0,1
BSLH1016,318.0,2.0,0.5,0.0,0.0,1.9,-0.6,0.0,1
BSLH1017,318.0,2.0,0.5,0.0,0.0,1.35,-0.7,0.0,1
BSLH1018,318.0,2.0,0.5,0.0,0.0,1.3,-0.8,0.0,1
BSLH1020,31.0,4.0,0.25,95.33,101.4,1.575,-0.67,287.0,1
BSLH1021,309.0,2.0,0.5,9.0,0.0,1.65,0.3,9.0,1
BSLH1022,309.0,3.0,0.3333,4.5,6.36,6.5333,3.35,9.0,1
BSLH1023,31.0,3.0,0.3333,143.0,199.4,1.4667,-0.3,287.0,1
BSLH1024,289.0,3.0,0.3333,14.0,7.07,1.3333,-1.0,29.0,1
BSLH1025,289.0,4.0,1.5,9.67,16.74,1.45,0.64,29.0,1
BSLH1026,52.0,8.0,1.25,37.57,40.83,2.2,0.1333,266.0,1
BSLH1029,318.0,2.0,0.5,0.0,0.0,0.5,-0.0,0.0,1
BSLH1030,194.0,2.0,0.5,124.0,0.0,0.4,-0.2,124.0,1
BSLH1031,31.0,8.0,0.5,40.86,95.92,0.6875,-0.0488,287.0,1
BSLH1033,142.0,7.0,1.0,29.0,50.28,1.1571,0.0143,176.0,1
BSLH1034,80.0,4.0,0.6667,79.0,123.96,2.3,-0.1,238.0,0
BSLH1036,318.0,2.0,0.5,0.0,0.0,1.2,-1.6,0.0,1
BSLH1037,191.0,6.0,0.1667,25.2,42.06,0.7833,-0.2314,127.0,1
BSLH1038,80.0,12.0,2.25,21.27,29.11,3.3,0.2559,238.0,0
BSLH1040,191.0,10.0,0.375,14.0,32.57,2.11,-0.3545,127.0,1
BSLH1041,289.0,2.0,0.5,29.0,0.0,2.6,3.2,29.0,1
BSLH1042,52.0,4.0,0.25,88.33,128.7,1.25,-0.36,266.0,1
BSLH1043,318.0,2.0,0.5,0.0,0.0,1.65,1.3,0.0,1
BSLH1044,191.0,2.0,0.5,127.0,0.0,1.55,1.7,127.0,1
BSLH1046,142.0,5.0,0.5,43.5,40.5,0.92,0.18,176.0,1
BSLH1049,2.0,3.0,0.3333,158.0,223.45,2.1,1.2,316.0,1
BSLH1054,289.0,7.0,1.0,3.17,7.76,2.2429,0.3857,19.0,1
